"No.","Time","Source","Destination","Protocol","Length","Info"
"11139","52.869524","192.168.1.8","193.123.199.7","UDP","1108","59480  >  8801 Len=1066"
"11140","52.869690","192.168.1.8","193.123.199.7","UDP","1108","59480  >  8801 Len=1066"
"11141","52.869783","192.168.1.8","193.123.199.7","UDP","1099","59480  >  8801 Len=1057"
"11142","52.869855","192.168.1.8","193.123.199.7","UDP","1099","59480  >  8801 Len=1057"
"11143","52.869939","192.168.1.8","193.123.199.7","UDP","261","59479  >  8801 Len=219"
"11144","52.882691","193.123.199.7","192.168.1.8","UDP","141","8801  >  59479 Len=99"
"11145","52.893648","192.168.1.8","193.123.199.7","UDP","312","59480  >  8801 Len=270"
"11146","52.893742","192.168.1.8","193.123.199.7","UDP","264","59479  >  8801 Len=222"
"11147","52.902953","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11148","52.913481","192.168.1.8","193.123.199.7","UDP","255","59479  >  8801 Len=213"
"11149","52.923492","192.168.1.8","193.123.199.7","UDP","160","59479  >  8801 Len=118"
"11150","52.953922","192.168.1.8","193.123.199.7","UDP","152","59479  >  8801 Len=110"
"11151","52.955926","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11152","52.961561","193.123.199.7","192.168.1.8","UDP","143","8801  >  59479 Len=101"
"11153","52.961561","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"11154","52.961561","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11155","52.972440","192.168.1.8","193.123.199.7","UDP","152","59479  >  8801 Len=110"
"11156","52.983893","193.123.199.7","192.168.1.8","UDP","151","8801  >  59479 Len=109"
"11157","52.983893","193.123.199.7","192.168.1.8","UDP","155","8801  >  59479 Len=113"
"11158","52.984030","192.168.1.8","193.123.199.7","UDP","156","59479  >  8801 Len=114"
"11159","52.995173","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11160","53.003027","193.123.199.7","192.168.1.8","UDP","151","8801  >  59479 Len=109"
"11161","53.013282","192.168.1.8","193.123.199.7","UDP","176","59479  >  8801 Len=134"
"11162","53.023804","192.168.1.8","193.123.199.7","UDP","174","59479  >  8801 Len=132"
"11163","53.027720","193.123.199.7","192.168.1.8","UDP","153","8801  >  59479 Len=111"
"11164","53.045333","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"11165","53.045487","192.168.1.8","193.123.199.7","UDP","313","59480  >  8801 Len=271"
"11166","53.045566","192.168.1.8","193.123.199.7","UDP","162","59479  >  8801 Len=120"
"11167","53.046094","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11168","53.063225","193.123.199.7","192.168.1.8","UDP","156","8801  >  59479 Len=114"
"11169","53.074038","192.168.1.8","193.123.199.7","UDP","159","59479  >  8801 Len=117"
"11170","53.085069","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11171","53.085312","192.168.1.8","193.123.199.7","UDP","166","59479  >  8801 Len=124"
"11172","53.085483","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"11173","53.099129","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11174","53.105023","193.123.199.7","192.168.1.8","UDP","144","8801  >  59479 Len=102"
"11175","53.105245","192.168.1.8","193.123.199.7","UDP","167","59479  >  8801 Len=125"
"11176","53.116782","193.123.199.7","192.168.1.8","UDP","106","8801  >  59479 Len=64"
"11177","53.126852","192.168.1.8","193.123.199.7","UDP","498","59480  >  8801 Len=456"
"11178","53.126945","192.168.1.8","193.123.199.7","UDP","183","59479  >  8801 Len=141"
"11179","53.129997","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11180","53.135846","193.123.199.7","192.168.1.8","UDP","181","8801  >  59480 Len=139"
"11181","53.146143","192.168.1.8","193.123.199.7","UDP","162","59479  >  8801 Len=120"
"11182","53.152038","193.123.199.7","192.168.1.8","UDP","149","8801  >  59479 Len=107"
"11183","53.162289","192.168.1.8","193.123.199.7","UDP","851","59480  >  8801 Len=809"
"11184","53.166292","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"11185","53.166481","192.168.1.8","193.123.199.7","UDP","156","59479  >  8801 Len=114"
"11186","53.179721","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11187","53.186513","193.123.199.7","192.168.1.8","UDP","160","8801  >  59479 Len=118"
"11188","53.186780","192.168.1.8","193.123.199.7","UDP","146","59479  >  8801 Len=104"
"11189","53.198717","193.123.199.7","192.168.1.8","UDP","159","8801  >  59479 Len=117"
"11190","53.209778","192.168.1.8","193.123.199.7","UDP","156","59479  >  8801 Len=114"
"11191","53.217370","193.123.199.7","192.168.1.8","UDP","157","8801  >  59479 Len=115"
"11192","53.217736","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11193","53.220662","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11194","53.230650","192.168.1.8","193.123.199.7","UDP","149","59479  >  8801 Len=107"
"11195","53.240483","193.123.199.7","192.168.1.8","UDP","158","8801  >  59479 Len=116"
"11196","53.250433","192.168.1.8","193.123.199.7","UDP","106","59479  >  8801 Len=64"
"11197","53.250523","192.168.1.8","193.123.199.7","UDP","148","59479  >  8801 Len=106"
"11198","53.257705","193.123.199.7","192.168.1.8","UDP","156","8801  >  59479 Len=114"
"11199","53.267089","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11200","53.267195","192.168.1.8","193.123.199.7","UDP","1112","59480  >  8801 Len=1070"
"11201","53.267255","192.168.1.8","193.123.199.7","UDP","1112","59480  >  8801 Len=1070"
"11202","53.267301","192.168.1.8","193.123.199.7","UDP","1112","59480  >  8801 Len=1070"
"11203","53.267346","192.168.1.8","193.123.199.7","UDP","1112","59480  >  8801 Len=1070"
"11204","53.267391","192.168.1.8","193.123.199.7","UDP","144","59479  >  8801 Len=102"
"11205","53.271682","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11206","53.278363","193.123.199.7","192.168.1.8","UDP","157","8801  >  59479 Len=115"
"11207","53.289185","192.168.1.8","193.123.199.7","UDP","1112","59480  >  8801 Len=1070"
"11208","53.289278","192.168.1.8","193.123.199.7","UDP","1112","59480  >  8801 Len=1070"
"11209","53.289327","192.168.1.8","193.123.199.7","UDP","1104","59480  >  8801 Len=1062"
"11210","53.289371","192.168.1.8","193.123.199.7","UDP","1104","59480  >  8801 Len=1062"
"11211","53.289417","192.168.1.8","193.123.199.7","UDP","139","59479  >  8801 Len=97"
"11212","53.309673","192.168.1.8","193.123.199.7","UDP","1103","59480  >  8801 Len=1061"
"11213","53.309765","192.168.1.8","193.123.199.7","UDP","1103","59480  >  8801 Len=1061"
"11214","53.309813","192.168.1.8","193.123.199.7","UDP","1103","59480  >  8801 Len=1061"
"11215","53.309856","192.168.1.8","193.123.199.7","UDP","1103","59480  >  8801 Len=1061"
"11216","53.309899","192.168.1.8","193.123.199.7","UDP","143","59479  >  8801 Len=101"
"11217","53.319282","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"11218","53.319282","193.123.199.7","192.168.1.8","UDP","148","8801  >  59479 Len=106"
"11219","53.323105","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11220","53.323235","192.168.1.8","193.123.199.7","UDP","1103","59480  >  8801 Len=1061"
"11221","53.323311","192.168.1.8","193.123.199.7","UDP","311","59480  >  8801 Len=269"
"11222","53.332816","192.168.1.8","193.123.199.7","UDP","147","59479  >  8801 Len=105"
"11223","53.339579","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"11224","53.349909","192.168.1.8","193.123.199.7","UDP","156","59479  >  8801 Len=114"
"11225","53.360535","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11226","53.370596","192.168.1.8","193.123.199.7","UDP","154","59479  >  8801 Len=112"
"11227","53.374383","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11228","53.380489","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"11229","53.391468","192.168.1.8","193.123.199.7","UDP","168","59479  >  8801 Len=126"
"11230","53.402797","193.123.199.7","192.168.1.8","UDP","149","8801  >  59479 Len=107"
"11231","53.412681","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"11232","53.412780","192.168.1.8","193.123.199.7","UDP","147","59479  >  8801 Len=105"
"11233","53.415628","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11234","53.425360","192.168.1.8","193.123.199.7","UDP","146","59479  >  8801 Len=104"
"11235","53.433096","193.123.199.7","192.168.1.8","UDP","181","8801  >  59480 Len=139"
"11236","53.433249","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11237","53.442106","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"11238","53.442106","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"11239","53.452193","192.168.1.8","193.123.199.7","UDP","320","59480  >  8801 Len=278"
"11240","53.452289","192.168.1.8","193.123.199.7","UDP","139","59479  >  8801 Len=97"
"11241","53.455669","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11242","53.463372","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"11243","53.463513","192.168.1.8","193.123.199.7","UDP","146","59479  >  8801 Len=104"
"11244","53.483753","193.123.199.7","192.168.1.8","UDP","142","8801  >  59479 Len=100"
"11245","53.483911","192.168.1.8","193.123.199.7","UDP","140","59479  >  8801 Len=98"
"11246","53.504548","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11247","53.504811","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"11248","53.504838","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11249","53.507241","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11250","53.524378","193.123.199.7","192.168.1.8","UDP","148","8801  >  59479 Len=106"
"11251","53.544857","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11252","53.554987","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11253","53.559340","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11254","53.564770","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11255","53.585932","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11256","53.585932","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"11257","53.596184","192.168.1.8","193.123.199.7","UDP","1098","59480  >  8801 Len=1056"
"11258","53.596277","192.168.1.8","193.123.199.7","UDP","1098","59480  >  8801 Len=1056"
"11259","53.596325","192.168.1.8","193.123.199.7","UDP","1098","59480  >  8801 Len=1056"
"11260","53.596370","192.168.1.8","193.123.199.7","UDP","1098","59480  >  8801 Len=1056"
"11261","53.596414","192.168.1.8","193.123.199.7","UDP","1098","59480  >  8801 Len=1056"
"11262","53.606319","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11263","53.606412","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11264","53.606460","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11265","53.606504","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11266","53.609631","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11267","53.616535","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11268","53.627453","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11269","53.627611","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11270","53.636680","193.123.199.7","192.168.1.8","UDP","155","8801  >  59479 Len=113"
"11271","53.647753","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11272","53.647860","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11273","53.647930","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11274","53.647988","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11275","53.650901","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11276","53.657656","193.123.199.7","192.168.1.8","UDP","159","8801  >  59479 Len=117"
"11277","53.667066","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11278","53.667177","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11279","53.667236","192.168.1.8","193.123.199.7","UDP","1090","59480  >  8801 Len=1048"
"11280","53.667284","192.168.1.8","193.123.199.7","UDP","1089","59480  >  8801 Len=1047"
"11281","53.667328","192.168.1.8","193.123.199.7","UDP","1089","59480  >  8801 Len=1047"
"11282","53.677692","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11283","53.708527","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11284","53.710309","193.123.199.7","192.168.1.8","UDP","148","8801  >  59479 Len=106"
"11285","53.710309","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11286","53.718888","193.123.199.7","192.168.1.8","UDP","148","8801  >  59479 Len=106"
"11287","53.719073","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"11288","53.722084","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11289","53.729266","193.123.199.7","192.168.1.8","UDP","181","8801  >  59480 Len=139"
"11290","53.729449","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11291","53.741075","193.123.199.7","192.168.1.8","UDP","149","8801  >  59479 Len=107"
"11292","53.756113","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11293","53.779513","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11294","53.789767","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11295","53.789896","192.168.1.8","193.123.199.7","UDP","835","59480  >  8801 Len=793"
"11296","53.795338","193.123.199.7","192.168.1.8","UDP","155","8801  >  59479 Len=113"
"11297","53.795338","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11298","53.803240","193.123.199.7","192.168.1.8","UDP","151","8801  >  59479 Len=109"
"11299","53.803434","192.168.1.8","193.123.199.7","UDP","319","59480  >  8801 Len=277"
"11300","53.803513","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11301","53.838530","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"11302","53.841912","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11303","53.849691","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11304","53.860338","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11305","53.895433","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"11306","53.895433","193.123.199.7","192.168.1.8","UDP","161","8801  >  59479 Len=119"
"11307","53.899647","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11308","53.899771","192.168.1.8","193.123.199.7","UDP","1067","59480  >  8801 Len=1025"
"11309","53.899850","192.168.1.8","193.123.199.7","UDP","1067","59480  >  8801 Len=1025"
"11310","53.899895","192.168.1.8","193.123.199.7","UDP","1067","59480  >  8801 Len=1025"
"11311","53.906503","193.123.199.7","192.168.1.8","UDP","155","8801  >  59479 Len=113"
"11312","53.906645","192.168.1.8","193.123.199.7","UDP","1067","59480  >  8801 Len=1025"
"11313","53.906721","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11314","53.924283","193.123.199.7","192.168.1.8","UDP","148","8801  >  59479 Len=106"
"11315","53.934476","192.168.1.8","193.123.199.7","UDP","1059","59480  >  8801 Len=1017"
"11316","53.934570","192.168.1.8","193.123.199.7","UDP","1059","59480  >  8801 Len=1017"
"11317","53.934619","192.168.1.8","193.123.199.7","UDP","1059","59480  >  8801 Len=1017"
"11318","53.934663","192.168.1.8","193.123.199.7","UDP","1059","59480  >  8801 Len=1017"
"11319","53.944421","193.123.199.7","192.168.1.8","UDP","144","8801  >  59479 Len=102"
"11320","53.949582","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11321","53.949696","192.168.1.8","193.123.199.7","UDP","1058","59480  >  8801 Len=1016"
"11322","53.949775","192.168.1.8","193.123.199.7","UDP","1058","59480  >  8801 Len=1016"
"11323","53.949823","192.168.1.8","193.123.199.7","UDP","1058","59480  >  8801 Len=1016"
"11324","53.964050","193.123.199.7","192.168.1.8","UDP","139","8801  >  59479 Len=97"
"11325","53.985800","193.123.199.7","192.168.1.8","UDP","148","8801  >  59479 Len=106"
"11326","54.002697","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11327","54.006145","193.123.199.7","192.168.1.8","UDP","164","8801  >  59479 Len=122"
"11328","54.006277","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11329","54.033728","193.123.199.7","192.168.1.8","UDP","181","8801  >  59480 Len=139"
"11330","54.043701","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11331","54.043797","192.168.1.8","193.123.199.7","UDP","355","59480  >  8801 Len=313"
"11332","54.048291","193.123.199.7","192.168.1.8","UDP","169","8801  >  59479 Len=127"
"11333","54.048291","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11334","54.058364","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"11335","54.063198","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11336","54.076897","193.123.199.7","192.168.1.8","UDP","142","8801  >  59479 Len=100"
"11337","54.097155","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11338","54.099537","193.123.199.7","192.168.1.8","UDP","141","8801  >  59479 Len=99"
"11339","54.110341","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11340","54.118755","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11341","54.118755","193.123.199.7","192.168.1.8","UDP","144","8801  >  59479 Len=102"
"11342","54.139033","193.123.199.7","192.168.1.8","UDP","106","8801  >  59479 Len=64"
"11343","54.149650","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11344","54.149743","192.168.1.8","193.123.199.7","UDP","321","59480  >  8801 Len=279"
"11345","54.160069","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11346","54.160069","193.123.199.7","192.168.1.8","UDP","153","8801  >  59479 Len=111"
"11347","54.160069","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"11348","54.163084","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11349","54.205031","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11350","54.205247","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11351","54.248654","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"11352","54.248654","193.123.199.7","192.168.1.8","UDP","146","8801  >  59479 Len=104"
"11353","54.248654","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11354","54.259597","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11355","54.269710","192.168.1.8","193.123.199.7","UDP","106","59479  >  8801 Len=64"
"11356","54.269868","192.168.1.8","193.123.199.7","UDP","164","59479  >  8801 Len=122"
"11357","54.290334","192.168.1.8","193.123.199.7","UDP","181","59479  >  8801 Len=139"
"11358","54.309305","193.123.199.7","192.168.1.8","UDP","144","8801  >  59479 Len=102"
"11359","54.309305","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"11360","54.309305","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11361","54.309475","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11362","54.309557","192.168.1.8","193.123.199.7","UDP","274","59479  >  8801 Len=232"
"11363","54.323271","193.123.199.7","192.168.1.8","UDP","153","8801  >  59479 Len=111"
"11364","54.323271","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11365","54.323271","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11366","54.323271","193.123.199.7","192.168.1.8","UDP","151","8801  >  59479 Len=109"
"11367","54.333565","192.168.1.8","193.123.199.7","UDP","261","59479  >  8801 Len=219"
"11368","54.344507","192.168.1.8","193.123.199.7","UDP","217","59479  >  8801 Len=175"
"11369","54.347310","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11370","54.347310","193.123.199.7","192.168.1.8","UDP","180","8801  >  59480 Len=138"
"11371","54.365036","193.123.199.7","192.168.1.8","UDP","154","8801  >  59479 Len=112"
"11372","54.365191","192.168.1.8","193.123.199.7","UDP","139","59479  >  8801 Len=97"
"11373","54.365275","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"11374","54.376427","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11375","54.384737","193.123.199.7","192.168.1.8","UDP","138","8801  >  59479 Len=96"
"11376","54.384945","192.168.1.8","193.123.199.7","UDP","919","59480  >  8801 Len=877"
"11377","54.385064","192.168.1.8","193.123.199.7","UDP","139","59479  >  8801 Len=97"
"11378","54.388657","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11379","54.399434","192.168.1.8","193.123.199.7","UDP","112","59480  >  8801 Len=70"
"11380","54.410029","192.168.1.8","193.123.199.7","UDP","129","59479  >  8801 Len=87"
"11381","54.431037","192.168.1.8","193.123.199.7","UDP","136","59479  >  8801 Len=94"
"11382","54.445798","193.123.199.7","192.168.1.8","UDP","148","8801  >  59479 Len=106"
"11383","54.445941","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11384","54.445968","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"11385","54.445968","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11386","54.445968","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11387","54.456803","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11388","54.487231","192.168.1.8","193.123.199.7","UDP","1089","59480  >  8801 Len=1047"
"11389","54.487328","192.168.1.8","193.123.199.7","UDP","1089","59480  >  8801 Len=1047"
"11390","54.487376","192.168.1.8","193.123.199.7","UDP","1088","59480  >  8801 Len=1046"
"11391","54.487467","192.168.1.8","193.123.199.7","UDP","1088","59480  >  8801 Len=1046"
"11392","54.487528","192.168.1.8","193.123.199.7","UDP","1088","59480  >  8801 Len=1046"
"11393","54.487570","192.168.1.8","193.123.199.7","UDP","1080","59480  >  8801 Len=1038"
"11394","54.487613","192.168.1.8","193.123.199.7","UDP","1080","59480  >  8801 Len=1038"
"11395","54.487655","192.168.1.8","193.123.199.7","UDP","1080","59480  >  8801 Len=1038"
"11396","54.492664","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11397","54.499570","193.123.199.7","192.168.1.8","UDP","153","8801  >  59479 Len=111"
"11398","54.499570","193.123.199.7","192.168.1.8","UDP","163","8801  >  59479 Len=121"
"11399","54.510306","192.168.1.8","193.123.199.7","UDP","1080","59480  >  8801 Len=1038"
"11400","54.510400","192.168.1.8","193.123.199.7","UDP","1080","59480  >  8801 Len=1038"
"11401","54.510447","192.168.1.8","193.123.199.7","UDP","311","59480  >  8801 Len=269"
"11402","54.541183","192.168.1.8","193.123.199.7","UDP","123","59478  >  8801 Len=81"
"11403","54.543550","193.123.199.7","192.168.1.8","UDP","149","8801  >  59479 Len=107"
"11404","54.543550","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11405","54.554062","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11406","54.561718","193.123.199.7","192.168.1.8","UDP","158","8801  >  59479 Len=116"
"11407","54.585974","193.123.199.7","192.168.1.8","UDP","158","8801  >  59479 Len=116"
"11408","54.595416","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11409","54.602986","193.123.199.7","192.168.1.8","UDP","164","8801  >  59479 Len=122"
"11410","54.615445","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11411","54.622577","193.123.199.7","192.168.1.8","UDP","162","8801  >  59479 Len=120"
"11412","54.643774","193.123.199.7","192.168.1.8","UDP","152","8801  >  59479 Len=110"
"11413","54.643906","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"11414","54.649697","193.123.199.7","192.168.1.8","UDP","123","8801  >  59478 Len=81"
"11415","54.649952","192.168.1.8","193.123.199.7","WireGuard","123","Transport Data, receiver=0x07784E2C, counter=4613095179776491594, datalen=49"
"11416","54.662124","193.123.199.7","192.168.1.8","WireGuard","123","Transport Data, receiver=0xAB720B75, counter=4613095179776491545, datalen=49"
"11417","54.666981","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11418","54.676798","193.123.199.7","192.168.1.8","UDP","181","8801  >  59480 Len=139"
"11419","54.676976","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"11420","54.677058","192.168.1.8","193.123.199.7","UDP","1102","59480  >  8801 Len=1060"
"11421","54.677109","192.168.1.8","193.123.199.7","UDP","1102","59480  >  8801 Len=1060"
"11422","54.677169","192.168.1.8","193.123.199.7","UDP","1102","59480  >  8801 Len=1060"
"11423","54.677233","192.168.1.8","193.123.199.7","UDP","1102","59480  >  8801 Len=1060"
"11424","54.677293","192.168.1.8","193.123.199.7","UDP","1102","59480  >  8801 Len=1060"
"11425","54.677354","192.168.1.8","193.123.199.7","UDP","1102","59480  >  8801 Len=1060"
"11426","54.704026","193.123.199.7","192.168.1.8","UDP","153","8801  >  59479 Len=111"
"11427","54.704026","193.123.199.7","192.168.1.8","UDP","156","8801  >  59479 Len=114"
"11428","54.714121","192.168.1.8","193.123.199.7","UDP","1102","59480  >  8801 Len=1060"
"11429","54.714218","192.168.1.8","193.123.199.7","UDP","1102","59480  >  8801 Len=1060"
"11430","54.714268","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11431","54.714315","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11432","54.714359","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11433","54.714406","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"11434","54.717587","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"11435","54.725335","193.123.199.7","192.168.1.8","UDP","153","8801  >  59479 Len=111"
"11436","54.735380","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11437","54.735482","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11438","54.735531","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11439","54.735577","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11440","54.735621","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11441","54.745898","193.123.199.7","192.168.1.8","UDP","153","8801  >  59479 Len=111"
"11442","54.746084","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11443","54.746191","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"11444","54.746251","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
